State,University/College ,Campus,"Student
enrollment1","Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
MICHIGAN,Kirtland Community College,Gaylord2,,0,0,0,0,0,0,0,0,0,0
MICHIGAN,Kirtland Community College,Grayling,"2,006",0,0,0,0,0,0,0,0,0,0
MICHIGAN,Lansing Community College,,"13,224",0,0,0,0,0,18,0,18,0,1
MICHIGAN,Macomb Community College,,"22,537",0,0,0,0,0,6,0,6,0,0
MICHIGAN,Michigan State University,,"54,390",28,0,12,5,11,401,20,345,36,1
MICHIGAN,Michigan Technological University,,"7,509",1,0,1,0,0,26,1,25,0,0
MICHIGAN,Mott Community College,,"8,362",2,0,0,0,2,6,0,4,2,1
MICHIGAN,Northern Michigan University,,"7,760",7,0,0,0,7,14,0,14,0,0
MICHIGAN,Oakland Community College,,"21,975",0,0,0,0,0,6,1,5,0,0
MICHIGAN,Oakland University,,"18,762",4,0,2,1,1,22,0,22,0,0
MICHIGAN,Saginaw Valley State University,,"7,838",4,0,1,0,3,39,24,15,0,0
MICHIGAN,Schoolcraft College,,"11,653",3,0,0,0,3,7,0,7,0,0
MICHIGAN,University of Michigan,Ann Arbor,"53,422",27,0,7,1,19,516,10,501,5,0
MICHIGAN,University of Michigan,Dearborn,"9,455",0,0,0,0,0,7,0,7,0,1
MICHIGAN,University of Michigan,Flint,"7,182",7,0,0,2,5,30,3,26,1,0
MICHIGAN,Washtenaw Community College,,"20,205",1,0,0,0,1,16,0,16,0,0
MICHIGAN,Western Michigan University,,"18,774",5,0,0,1,4,88,5,73,10,0
MINNESOTA,University of Minnesota,Duluth,"10,319",1,0,0,0,1,18,1,17,0,0
MINNESOTA,University of Minnesota,Morris,"1,146",0,0,0,0,0,11,0,11,0,0
MINNESOTA,University of Minnesota,Twin Cities,"59,150",24,0,3,4,17,440,46,324,70,0
MISSISSIPPI,East Mississippi Community College,Communiversity2,,0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,East Mississippi Community College,Golden Triangle2,,0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,East Mississippi Community College,Scooba ,"4,708",0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,East Mississippi Community College,West Point2,,0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,Mississippi Delta Community College,,"2,710",1,0,0,0,1,0,0,0,0,0
MISSISSIPPI,Mississippi State University,,"25,193",3,0,1,0,2,72,1,56,15,0
MISSISSIPPI,Northeast Mississippi Community College,,"3,804",1,0,0,1,0,2,0,2,0,0
MISSISSIPPI,Northwest Mississippi Community College,Desoto2,,0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,Northwest Mississippi Community College,Senatobia,"9,463",0,0,0,0,0,5,1,4,0,0
MISSISSIPPI,Pearl River Community College,Poplarville2,,0,0,0,0,0,9,2,7,0,0
MISSISSIPPI,University of Mississippi,Oxford,"24,701",14,0,6,3,5,53,9,42,2,0
MISSOURI,Metropolitan Community College,,"17,273",0,0,0,0,0,17,1,14,2,0
MISSOURI,Missouri University of Science and Technology,,"7,637",0,0,0,0,0,24,1,19,4,0
MISSOURI,Missouri Western State University,,"4,550",0,0,0,0,0,6,0,6,0,0
MISSOURI,Southeast Missouri State University,,"11,203",1,0,1,0,0,17,2,14,1,0
MISSOURI,St. Charles Community College,,"7,992",0,0,0,0,0,0,0,0,0,0
MISSOURI,St. Louis Community College,Meramec,"21,021",1,0,1,0,0,18,0,17,1,0
MISSOURI,Truman State University,,"4,316",2,0,1,0,1,27,2,22,3,0
MISSOURI,University of Central Missouri,,"16,310",1,0,0,0,1,63,0,60,3,0
MISSOURI,University of Missouri,Columbia,"33,993",7,0,1,1,5,195,8,173,14,0
MISSOURI,University of Missouri,Kansas City,"17,882",7,0,0,2,5,69,5,30,34,0
MISSOURI,University of Missouri,St. Louis,"18,033",0,0,0,0,0,11,0,11,0,0
MONTANA,Montana State University,,"18,820",4,0,1,0,3,114,2,106,6,1
MONTANA,Montana State University,Billings,"5,346",5,0,1,0,4,16,3,12,1,0
MONTANA,University of Montana,,"12,591",1,0,1,0,0,47,3,44,0,0
NEBRASKA,University of Nebraska,Kearney,"7,212",5,0,4,0,1,33,5,27,1,0
NEBRASKA,University of Nebraska,Lincoln,"25,724",7,0,6,0,1,93,3,81,9,1
NEBRASKA,University of Nebraska,Omaha,"17,972",5,0,1,0,4,110,0,98,12,0
NEVADA,University of Nevada,Reno,"23,886",10,0,3,0,7,191,8,136,47,0
NEW HAMPSHIRE,Plymouth State University,,"4,321",3,0,2,0,1,13,1,11,1,0
NEW HAMPSHIRE,University of New Hampshire,,"14,926",4,0,2,0,2,69,3,66,0,0
NEW JERSEY,Kean University,,"15,023",3,0,3,0,0,23,1,21,1,0
NEW JERSEY,New Jersey Institute of Technology,,"13,931",2,0,1,0,1,50,1,46,3,0
NEW JERSEY,Princeton University,,"8,946",5,0,5,0,0,224,3,174,47,0
NEW JERSEY,Rowan University,,"22,472",7,0,4,0,3,80,10,69,1,0
NEW JERSEY,Rutgers University,Newark,"12,906",12,0,1,2,9,137,5,123,9,0
NEW JERSEY,Rutgers University,New Brunswick,"56,943",19,0,4,2,13,318,26,284,8,1
NEW JERSEY,Stevens Institute of Technology,,"10,402",2,0,0,0,2,20,1,19,0,0
NEW JERSEY,Stockton University,,"11,694",2,0,2,0,0,23,1,22,0,0
NEW JERSEY,The College of New Jersey,,"8,754",6,0,0,0,6,23,1,22,0,0
NEW MEXICO,Eastern New Mexico University,,"6,892",2,0,1,0,1,30,0,30,0,0
NEW MEXICO,New Mexico Institute of Mining and Technology,,"2,014",0,0,0,0,0,30,12,17,1,0
NEW MEXICO,New Mexico State University,,"16,277",11,0,4,0,7,206,15,147,44,0
NEW YORK,Cornell University,,"26,510",5,0,5,0,0,275,8,266,1,2
NEW YORK,Ithaca College,,"5,472",7,0,7,0,0,60,12,48,0,0
NEW YORK,State University of New York Police,Albany,"18,906",12,0,1,4,7,129,11,118,0,0
NEW YORK,State University of New York Police,Alfred,"3,629",5,0,3,0,2,20,0,20,0,0
NEW YORK,State University of New York Police,Binghamton,"20,307",4,0,3,0,1,164,6,155,3,0
NEW YORK,State University of New York Police,Brockport,"7,616",1,0,0,1,0,22,0,22,0,0
NEW YORK,State University of New York Police,Buffalo,"35,749",10,0,1,2,7,207,26,172,9,2
NEW YORK,State University of New York Police,Buffalo State College,"7,473",8,0,5,2,1,96,4,88,4,0
NEW YORK,State University of New York Police,Canton,"4,140",0,0,0,0,0,8,0,8,0,0
NEW YORK,State University of New York Police,Cobleskill,"2,881",0,0,0,0,0,7,0,6,1,0
NEW YORK,State University of New York Police,Cortland,"7,633",1,0,1,0,0,53,5,48,0,1
NEW YORK,State University of New York Police,Downstate Medical ,"2,476",3,0,0,0,3,26,0,26,0,0
NEW YORK,State University of New York Police,Farmingdale,"18,644",0,0,0,0,0,15,1,14,0,0
NEW YORK,State University of New York Police,Geneseo,"4,534",0,0,0,0,0,14,0,14,0,0
NEW YORK,State University of New York Police,Maritime ,"1,635",0,0,0,0,0,11,1,10,0,0
NEW YORK,State University of New York Police,Morrisville,"1,983",3,0,1,0,2,43,4,38,1,0
NEW YORK,State University of New York Police,New Paltz,"8,012",1,0,1,0,0,22,0,22,0,0
NEW YORK,State University of New York Police,Old Westbury,"5,239",2,0,1,0,1,15,3,11,1,0
NEW YORK,State University of New York Police,Oneonta,"5,914",2,0,1,0,1,44,2,41,1,0
NEW YORK,State University of New York Police,Optometry,415,0,0,0,0,0,3,0,3,0,0
NEW YORK,State University of New York Police,Oswego,"7,957",0,0,0,0,0,52,6,45,1,0
NEW YORK,State University of New York Police,Polytechnic Institute,"3,292",0,0,0,0,0,14,1,13,0,0
NEW YORK,State University of New York Police,Potsdam,"2,805",2,0,2,0,0,17,0,17,0,1
NEW YORK,State University of New York Police,Stony Brook,"32,674",3,0,0,0,3,208,5,201,2,0
NEW YORK,State University of New York Police,Upstate Medical,"1,563",10,0,1,2,7,112,8,101,3,1
NORTH CAROLINA,Duke University,,"20,664",4,0,0,0,4,318,13,284,21,0
NORTH CAROLINA,East Carolina University,,"29,957",8,0,7,0,1,135,12,120,3,0
NORTH CAROLINA,Elizabeth City State University,,"2,439",2,0,0,0,2,25,1,24,0,0
NORTH CAROLINA,Elon University,,"7,475",2,0,1,0,1,56,9,44,3,0
NORTH CAROLINA,Methodist University,,"1,966",3,0,3,0,0,10,5,5,0,0
NORTH CAROLINA,North Carolina Central University,,"8,456",24,0,5,2,17,58,11,38,9,0
NORTH CAROLINA,North Carolina State University,Raleigh,"40,544",11,0,2,1,8,307,40,251,16,1
NORTH CAROLINA,University of North Carolina,Asheville,"3,271",2,0,2,0,0,22,2,20,0,0
NORTH CAROLINA,University of North Carolina,Chapel Hill,"34,089",9,0,5,1,3,232,14,176,42,1
NORTH CAROLINA,University of North Carolina,Charlotte,"33,356",4,0,2,0,2,186,5,171,10,1
NORTH CAROLINA,University of North Carolina,Greensboro,"19,998",10,0,6,1,3,147,5,127,15,0
NORTH DAKOTA,North Dakota State University,,"13,385",2,0,2,0,0,91,9,79,3,0
NORTH DAKOTA,University of North Dakota,,"17,671",1,0,0,0,1,64,0,53,11,0
OHIO,Bowling Green State University,,"19,989",3,0,3,0,0,79,1,69,9,0
OHIO,Kent State University,,"29,863",3,0,3,0,0,149,0,149,0,0
OHIO,Miami University,,"20,436",26,0,20,0,6,91,2,70,19,1
OHIO,Ohio State University,Columbus,"65,551",23,0,12,4,7,570,30,475,65,1
OHIO,Ohio University,,"27,778",9,0,9,0,0,88,2,82,4,0
OHIO,University of Akron,,"15,253",3,0,1,0,2,84,0,74,10,0
OHIO,University of Cincinnati,,"49,138",6,0,2,3,1,206,13,137,56,0
OHIO,University of Toledo,,"17,327",2,0,1,0,1,87,7,73,7,0
OKLAHOMA,Cameron University,,"4,157",0,0,0,0,0,2,0,2,0,0
OKLAHOMA,Carl Albert State College,Sallisaw2,,0,0,0,0,0,0,0,0,0,0
OKLAHOMA,East Central University,,"4,002",0,0,0,0,0,18,4,14,0,0
OKLAHOMA,Eastern Oklahoma State College,,"1,542",0,0,0,0,0,1,0,1,0,0
OKLAHOMA,Langston University,,"2,102",10,0,8,0,2,32,7,23,2,0
OKLAHOMA,Northeastern Oklahoma A&M College,,"2,127",0,0,0,0,0,3,2,1,0,0
OKLAHOMA,Northeastern State University,Tahlequah,"8,097",1,0,1,0,0,2,0,2,0,0
OKLAHOMA,Northwestern Oklahoma State University,,"2,179",0,0,0,0,0,0,0,0,0,0
OKLAHOMA,Oklahoma City Community College,,"16,514",1,0,0,0,1,10,0,10,0,0
OKLAHOMA,Oklahoma City University,,"2,898",1,0,0,0,1,13,3,10,0,0
OKLAHOMA,Oklahoma Panhandle State University,,"1,568",1,0,0,0,1,0,0,0,0,0
OKLAHOMA,Oklahoma State University,Main Campus,"27,951",12,1,8,0,3,140,25,112,3,0
OKLAHOMA,Oklahoma State University,Okmulgee,"3,048",1,0,1,0,0,5,2,3,0,0
OKLAHOMA,Oklahoma State University,Tulsa,"1,709",0,0,0,0,0,5,0,4,1,0
OKLAHOMA,Rogers State University,,"3,917",0,0,0,0,0,2,0,2,0,0
OKLAHOMA,Seminole State College,,"1,955",0,0,0,0,0,3,0,3,0,0
OKLAHOMA,Southeastern Oklahoma State University,,"7,152",0,0,0,0,0,4,0,4,0,0
OKLAHOMA,Southern Nazarene University,,"2,744",0,0,0,0,0,1,0,1,0,0
OKLAHOMA,Southwestern Oklahoma State University,,"5,825",0,0,0,0,0,11,2,9,0,0
OKLAHOMA,Tulsa Community College,,"20,071",1,0,1,0,0,18,2,15,1,0
OKLAHOMA,University of Central Oklahoma,,"14,355",0,0,0,0,0,13,1,11,1,0
OKLAHOMA,University of Oklahoma,Health Sciences Center,"3,603",7,0,2,0,5,91,7,76,8,0
OKLAHOMA,University of Oklahoma,Norman,"31,908",14,0,10,1,3,218,2,176,40,1
OREGON,Portland State University,,"26,034",13,0,1,4,8,164,39,114,11,0
PENNSYLVANIA,Allegheny College,,"1,436",0,0,0,0,0,12,0,12,0,0
PENNSYLVANIA,Bloomsburg University2,,,3,0,2,0,1,10,0,10,0,0
PENNSYLVANIA,Bucknell University,,"3,877",12,0,10,0,2,66,2,64,0,0
PENNSYLVANIA,Butler County Community College,,"3,396",0,0,0,0,0,2,0,2,0,0
PENNSYLVANIA,California University2,,,0,0,0,0,0,4,0,4,0,0
PENNSYLVANIA,Carlow University,,"3,229",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Chatham University,,"2,658",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Cheyney University,,750,0,0,0,0,0,8,0,8,0,0
PENNSYLVANIA,Clarion University2,,,0,0,0,0,0,5,1,4,0,0
PENNSYLVANIA,Delaware Valley University ,,"2,752",0,0,0,0,0,3,1,2,0,0
PENNSYLVANIA,DeSales University ,,"3,842",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Dickinson College,,"2,206",4,0,2,0,2,34,5,29,0,0
PENNSYLVANIA,Drexel University ,,"25,614",27,0,8,10,9,275,12,210,53,1
PENNSYLVANIA,Duquesne University,,"9,111",1,0,0,0,1,21,2,19,0,0
PENNSYLVANIA,East Stroudsburg University,,"5,931",3,0,1,1,1,28,0,28,0,0
PENNSYLVANIA,Edinboro University2,,,0,0,0,0,0,7,2,5,0,0
PENNSYLVANIA,Franklin and Marshall College,,"2,070",2,0,2,0,0,15,1,13,1,0
PENNSYLVANIA,Gannon University,,"5,358",1,0,0,1,0,1,0,1,0,0
PENNSYLVANIA,Indiana University,,"10,128",3,0,3,0,0,21,3,18,0,0
PENNSYLVANIA,Indiana University,Punxsutawney2,,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Juniata College,,"1,358",0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Kutztown University,,"8,299",12,0,10,0,2,26,0,26,0,0
PENNSYLVANIA,Lackawanna College,Scranton,"4,380",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Lafayette College ,,"2,764",0,0,0,0,0,53,5,47,1,0
PENNSYLVANIA,Lehigh University,,"7,839",3,0,2,0,1,69,7,62,0,0
PENNSYLVANIA,Lincoln University,,"1,946",1,0,1,0,0,19,2,16,1,0
PENNSYLVANIA,Lock Haven University2,,,0,0,0,0,0,9,0,9,0,0
PENNSYLVANIA,Luzerne County Community College,,"6,241",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Mansfield University2,,,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Mercyhurst University ,,"3,434",2,0,2,0,0,19,0,19,0,0
PENNSYLVANIA,Millersville University,,"7,858",1,0,0,1,0,10,1,9,0,0
PENNSYLVANIA,Moravian College,,"2,967",0,0,0,0,0,17,1,16,0,0
PENNSYLVANIA,Mount Aloysius University ,,"3,021",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania College of Technology,,"6,277",2,0,2,0,0,23,0,23,0,0
PENNSYLVANIA,Pennsylvania State University,Abington,"3,437",4,0,4,0,0,7,0,6,1,0
PENNSYLVANIA,Pennsylvania State University,Altoona,"2,736",6,0,5,0,1,16,1,14,1,0
PENNSYLVANIA,Pennsylvania State University,Beaver,567,2,0,2,0,0,2,0,2,0,0
PENNSYLVANIA,Pennsylvania State University,Behrend,"3,536",7,0,6,0,1,9,1,8,0,0
PENNSYLVANIA,Pennsylvania State University,Berks,"2,306",4,0,2,0,2,9,3,6,0,1
PENNSYLVANIA,Pennsylvania State University,Brandywine,"1,304",1,0,1,0,0,10,1,9,0,0
PENNSYLVANIA,Pennsylvania State University,Carlisle2,,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,Dubois,410,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,Fayette,468,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Pennsylvania State University,Greater Allegheny,408,2,0,1,0,1,2,0,2,0,1
PENNSYLVANIA,Pennsylvania State University,Great Valley,310,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,Harrisburg,"5,026",4,0,2,0,2,20,1,18,1,0
PENNSYLVANIA,Pennsylvania State University,Hazleton,562,1,0,0,0,1,1,1,0,0,0
PENNSYLVANIA,Pennsylvania State University,Lehigh Valley,994,0,0,0,0,0,2,0,2,0,0
PENNSYLVANIA,Pennsylvania State University,Mont Alto,737,0,0,0,0,0,2,1,1,0,0
PENNSYLVANIA,Pennsylvania State University,New Kensington,534,2,0,0,0,2,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,Schuylkill,716,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,Shenango Valley,348,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Pennsylvania State University,University Park,"52,693",63,0,53,2,8,282,13,242,27,2
PENNSYLVANIA,Pennsylvania State University,Wilkes-Barre,413,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Pennsylvania State University,Worthington Scranton,992,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pennsylvania State University,York,818,0,0,0,0,0,3,0,2,1,0
PENNSYLVANIA,Point Park University,,"4,042",0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Robert Morris University,,"4,979",0,0,0,0,0,3,0,3,0,0
PENNSYLVANIA,Saint Francis University,,"3,269",0,0,0,0,0,8,2,6,0,0
PENNSYLVANIA,Shippensburg University,,"5,812",3,0,3,0,0,27,4,23,0,0
PENNSYLVANIA,Slippery Rock University,,"9,547",3,0,2,0,1,19,0,19,0,0
PENNSYLVANIA,Temple University,,"35,985",40,0,4,21,15,231,4,214,13,3
PENNSYLVANIA,Thiel College,,993,1,0,1,0,0,6,1,5,0,0
PENNSYLVANIA,University of Pittsburgh,Bradford,"2,184",0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,University of Pittsburgh,Greensburg,"1,394",1,0,1,0,0,6,0,6,0,0
PENNSYLVANIA,University of Pittsburgh,Johnstown,"2,133",0,0,0,0,0,6,0,6,0,0
PENNSYLVANIA,University of Pittsburgh,Pittsburgh,"35,659",9,0,4,3,2,133,4,129,0,0
PENNSYLVANIA,University of Pittsburgh,Titusville,23,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,University of Scranton,,"5,139",5,0,5,0,0,17,0,16,1,0
PENNSYLVANIA,Villanova University,,"11,571",4,0,3,0,1,44,3,38,3,0
PENNSYLVANIA,West Chester University,,"19,021",2,0,0,0,2,20,11,8,1,1
PENNSYLVANIA,Wilkes University,,"6,993",0,0,0,0,0,18,3,15,0,0
RHODE ISLAND,Brown University,,"11,766",0,0,0,0,0,101,6,72,23,0
RHODE ISLAND,University of Rhode Island,,"20,653",3,0,2,0,1,26,2,24,0,3
SOUTH CAROLINA,Benedict College,,"2,176",4,1,0,2,1,16,4,10,2,0
SOUTH CAROLINA,Bob Jones University,,"3,618",0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA,Clemson University,,"31,228",8,0,1,0,7,135,1,103,31,0
SOUTH CAROLINA,Coastal Carolina University,,"11,171",2,0,2,0,0,91,1,85,5,0
SOUTH CAROLINA,College of Charleston,,"12,560",3,0,2,0,1,33,4,29,0,0
SOUTH CAROLINA,Erskine College,,"1,204",0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA,Greenville Technical College,,"15,170",0,0,0,0,0,2,0,2,0,0
SOUTH CAROLINA,Lander University,,"4,659",3,0,3,0,0,11,0,11,0,0
SOUTH CAROLINA,Medical University of South Carolina,,"3,667",10,0,5,0,5,84,1,82,1,1
SOUTH CAROLINA,Orangeburg-Calhoun Technical College,,"2,897",0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA,Spartanburg Methodist College,,"1,170",1,0,1,0,0,21,2,18,1,0
SOUTH CAROLINA,The Citadel,,"4,446",2,0,0,1,1,18,1,17,0,0
SOUTH CAROLINA,Tri-County Technical College,,"7,243",0,0,0,0,0,6,0,6,0,0
SOUTH CAROLINA,Trident Technical College,,"18,427",0,0,0,0,0,7,1,6,0,0
SOUTH CAROLINA,University of South Carolina,Aiken,"4,764",0,0,0,0,0,5,0,5,0,0
SOUTH CAROLINA,University of South Carolina,Columbia,"38,804",3,0,2,0,1,168,10,149,9,1
SOUTH CAROLINA,University of South Carolina,Upstate,"5,861",3,0,1,1,1,10,0,10,0,0
SOUTH CAROLINA,Winthrop University,,"5,559",2,0,0,0,2,19,2,16,1,1
SOUTH CAROLINA,York Technical College,,"6,218",0,0,0,0,0,1,0,1,0,0
SOUTH DAKOTA,South Dakota School of Mines and Technology,,"2,942",0,0,0,0,0,13,0,12,1,0
SOUTH DAKOTA,South Dakota State University,,"13,616",2,0,1,0,1,19,0,18,1,0
SOUTH DAKOTA,University of South Dakota,,"12,453",2,0,2,0,0,20,2,18,0,0
TENNESSEE,Austin Peay State University,,"11,318",4,0,2,0,2,20,7,10,3,0
TENNESSEE,East Tennessee State University,,"15,271",5,0,5,0,0,41,4,36,1,0
TENNESSEE,Middle Tennessee State University,,"23,369",3,0,3,0,0,70,3,57,10,0
TENNESSEE,Tennessee Technological University,,"10,903",2,0,1,0,1,46,4,42,0,0
TENNESSEE,University of Memphis,,"25,421",8,0,3,1,4,115,6,80,29,0
TENNESSEE,University of Tennessee,Chattanooga,"12,225",2,0,0,0,2,90,2,78,10,0
TENNESSEE,University of Tennessee,Knoxville,"36,950",14,0,3,0,11,107,6,97,4,0
TENNESSEE,University of Tennessee,Martin,"8,124",2,0,2,0,0,18,0,18,0,0
TENNESSEE,University of the South,,"1,892",2,0,0,0,2,23,2,21,0,0
TENNESSEE,Vanderbilt University,,"14,693",15,0,2,0,13,411,4,334,73,0
TEXAS,Abilene Christian University,,"5,764",1,0,1,0,0,13,0,13,0,0
TEXAS,Alamo Colleges District,,"102,192",5,0,2,1,2,87,6,68,13,0
TEXAS,Alvin Community College,,"7,653",0,0,0,0,0,0,0,0,0,0
TEXAS,Angelina College,,"5,388",0,0,0,0,0,0,0,0,0,0
TEXAS,Angelo State University,,"12,151",4,0,2,1,1,22,0,21,1,0
TEXAS,Austin College,,"1,208",0,0,0,0,0,0,0,0,0,0
TEXAS,Austin Community College District,,"56,011",4,0,2,0,2,69,10,56,3,0
TEXAS,Baylor Health Care System2,,,9,0,4,0,5,256,5,231,20,0
TEXAS,Baylor University,Waco,"23,152",1,0,0,0,1,127,23,83,21,1
TEXAS,Blinn College,Main Campus,"35,384",8,0,6,0,2,10,1,9,0,0
TEXAS,Brazosport College,,"5,641",0,0,0,0,0,1,0,1,0,0
TEXAS,Central Texas College,,"14,843",1,0,1,0,0,7,1,6,0,0
TEXAS,College of the Mainland,,"5,733",1,0,0,1,0,1,0,1,0,0
TEXAS,Collin County Community College District,,"50,685",0,0,0,0,0,12,2,10,0,0
TEXAS,Concordia University,,"2,298",0,0,0,0,0,0,0,0,0,0
TEXAS,Dallas Baptist University,,"5,034",0,0,0,0,0,6,1,5,0,0
TEXAS,Dallas College,,"99,774",0,0,0,0,0,1,0,1,0,0
TEXAS,East Texas A&M University,,"14,047",7,0,3,0,4,43,2,40,1,2
TEXAS,El Paso Community College,,"32,138",1,0,1,0,0,9,0,7,2,0
TEXAS,Grayson College,,"4,735",0,0,0,0,0,0,0,0,0,0
TEXAS,Hardin-Simmons University,,"1,906",1,0,0,0,1,15,4,11,0,1
TEXAS,Houston Christian University,,"5,455",1,0,1,0,0,12,3,9,0,0
TEXAS,Houston Community College,,"68,706",2,0,1,0,1,47,4,41,2,1
TEXAS,Kilgore College,,"6,905",1,0,0,0,1,6,1,4,1,0
TEXAS,Lamar University,Beaumont,"21,648",2,0,1,0,1,12,1,10,1,0
TEXAS,Lone Star College System District ,,"103,845",1,0,1,0,0,34,1,31,2,0
TEXAS,Lubbock Christian University,,"1,770",1,0,0,1,0,2,0,2,0,0
TEXAS,McLennan Community College,,"10,886",0,0,0,0,0,0,0,0,0,0
TEXAS,Midwestern State University,,"6,843",4,0,2,0,2,27,2,24,1,0
TEXAS,Navarro College,,"8,160",0,0,0,0,0,5,0,5,0,0
TEXAS,Odessa College,,"11,985",0,0,0,0,0,5,0,5,0,0
TEXAS,Panola College,,"3,123",0,0,0,0,0,3,2,1,0,0
TEXAS,Paris Junior College,,"6,433",0,0,0,0,0,0,0,0,0,0
TEXAS,Prairie View A&M University,,"10,095",9,0,4,0,5,141,9,79,53,1
TEXAS,Rice University,,"9,185",3,1,1,0,1,193,11,124,58,0
TEXAS,Sam Houston State University,,"23,907",7,0,5,0,2,100,4,95,1,0
TEXAS,San Jacinto College,Central Campus,"41,309",0,0,0,0,0,25,1,19,5,0
TEXAS,Southern Methodist University,,"13,332",6,0,5,0,1,140,25,80,35,0
TEXAS,South Plains College,,"11,925",0,0,0,0,0,0,0,0,0,0
TEXAS,Southwestern Baptist Theological Seminary,,"3,613",0,0,0,0,0,33,9,22,2,0
TEXAS,Southwestern Christian College,,134,0,0,0,0,0,0,0,0,0,0
TEXAS,St. Edwards University,,"3,757",0,0,0,0,0,0,0,0,0,0
TEXAS,St. Mary's University,,"3,804",2,0,2,0,0,28,0,26,2,0
TEXAS,Sul Ross State University,,"2,441",0,0,0,0,0,4,1,3,0,0
TEXAS,Tarleton State University,,"17,448",1,0,1,0,0,30,2,28,0,0
TEXAS,Tarrant County College District,,"63,140",3,0,1,0,2,94,13,79,2,0
TEXAS,Texarkana College,,"4,737",0,0,0,0,0,0,0,0,0,0
TEXAS,Texas A&M International University,,"9,968",0,0,0,0,0,15,0,14,1,0
TEXAS,Texas A&M University,Central Texas,"3,014",0,0,0,0,0,3,0,2,1,0
TEXAS,Texas A&M University,College Station,"78,501",10,0,8,0,2,565,32,371,162,0
TEXAS,Texas A&M University,Corpus Christi,"13,671",0,0,0,0,0,61,4,54,3,0
TEXAS,Texas A&M University,Galveston2,,0,0,0,0,0,3,0,3,0,0
TEXAS,Texas A&M University,San Antonio,"8,479",0,0,0,0,0,27,3,22,2,0
TEXAS,Texas A&M University,Texarkana ,"2,546",1,0,0,1,0,6,0,6,0,0
TEXAS,Texas Christian University,,"12,870",1,0,1,0,0,60,11,48,1,0
TEXAS,Texas State Technical College,Harlingen2,,0,0,0,0,0,2,0,2,0,0
TEXAS,Texas State Technical College,Sweetwater2,,0,0,0,0,0,1,0,1,0,0
TEXAS,Texas State Technical College,Waco,"13,181",6,0,6,0,0,34,6,25,3,0
TEXAS,Texas State University,San Marcos,"41,676",12,0,8,2,2,110,19,79,12,0
TEXAS,Texas Tech University,Lubbock,"50,693",5,0,1,0,4,190,5,144,41,0
TEXAS,Texas Woman's University,,"19,829",0,0,0,0,0,15,0,15,0,0
TEXAS,Trinity University,,"2,762",0,0,0,0,0,28,4,23,1,0
TEXAS,Trinity Valley Community College,,"7,518",0,0,0,0,0,5,3,2,0,0
TEXAS,Tyler Junior College,,"15,756",0,0,0,0,0,24,1,21,2,0
TEXAS,University of Dallas,,"2,674",0,0,0,0,0,20,1,18,1,0
TEXAS,University of Houston,Central Campus,"52,007",18,0,10,4,4,522,62,332,128,0
TEXAS,University of Houston,Clearlake,"10,463",0,0,0,0,0,9,0,7,2,0
TEXAS,University of Houston,Downtown Campus,"17,295",1,0,1,0,0,22,0,21,1,0
TEXAS,University of Mary Hardin-Baylor,,"3,854",0,0,0,0,0,16,1,5,10,0
TEXAS,University of North Texas,Denton,"52,260",7,0,7,0,0,186,18,159,9,4
TEXAS,University of North Texas,Health Science Center,"2,648",0,0,0,0,0,6,0,5,1,0
TEXAS,University of St. Thomas ,,"4,228",0,0,0,0,0,34,1,32,1,0
TEXAS,University of Texas,Arlington,"54,487",6,0,5,0,1,140,18,109,13,0
